NULL,NULL,NULL,NULL,NULL
Andhra Pradesh," 29-02-2020",5.8,33091304,40.19
Andhra Pradesh," 30-04-2020",23.03,22673822,32.03
Andhra Pradesh," 30-06-2019",3.42,16580511,39.41
Andhra Pradesh," 30-06-2020",3.34,40332764,46.26
Andhra Pradesh," 30-09-2019",5.59,16990758,40.69
Andhra Pradesh," 30-09-2020",6.4,15220312,37.47
Andhra Pradesh," 30-11-2019",5.83,16066453,38.81
Andhra Pradesh," 31-01-2020",5.81,33271071,40.13
Andhra Pradesh," 31-03-2020",6.58,31762394,38.64
Andhra Pradesh," 31-05-2019",4.87,16787800,40.34
Andhra Pradesh," 31-05-2020",18.93,25944103,35.77
Andhra Pradesh," 31-07-2019",4.7,16744150,39.8
Andhra Pradesh," 31-07-2020",8.34,15431615,38.91
Andhra Pradesh," 31-08-2019",3.96,17028872,40.13
Andhra Pradesh," 31-08-2020",6.96,15251776,37.83
Andhra Pradesh," 31-10-2019",4.11,16791789,39.71
Andhra Pradesh," 31-10-2020",6.59,15157557,37.34
Andhra Pradesh," 31-12-2019",6.13,17442358,41.88
Assam," 29-02-2020",5.88,20176536,41.61
Assam," 30-04-2020",9.71,8285773,34
Assam," 30-06-2019",7.49,10570564,44.52
Assam," 30-06-2020",1.34,18191888,36.06
Assam," 30-09-2019",6.86,13044829,49.16
Assam," 30-09-2020",1.19,14107641,54.38
Assam," 30-11-2019",5.48,11333407,45.62
Assam," 31-01-2020",5.4,26103808,50.23
Assam," 31-03-2020",6.29,23085775,46.27
Assam," 31-05-2019",6.08,13421041,51.16
Assam," 31-05-2020",9.9,22735795,45.77
Assam," 31-07-2019",3.73,11651372,46.27
Assam," 31-07-2020",3.77,10286757,40.88
Assam," 31-08-2019",8.09,10887621,44.82
Assam," 31-08-2020",5.53,9781310,39.52
Assam," 31-10-2019",7.91,9991082,42.38
Assam," 31-10-2020",3.02,11949329,46.84
Assam," 31-12-2019",5.02,1722303,44.26
Bihar," 29-02-2020",11.67,52563311,37.5
Bihar," 30-04-2020",50.17,32092473,37.25
Bihar," 30-06-2019",11.74,27346576,39.53
Bihar," 30-06-2020",16.92,47711162,36.93
Bihar," 30-09-2019",14.66,26897782,38.91
Bihar," 30-09-2020",11.91,26902907,38.35
Bihar," 30-11-2019",15.01,25527066,38.19
Bihar," 31-01-2020",13.48,52795342,38.08
Bihar," 31-03-2020",15.52,51435038,38.29
Bihar," 31-05-2019",14.58,27351674,39.77
Bihar," 31-05-2020",43.7,32537548,37.7
Bihar," 31-07-2019",14.93,26308619,39.01
Bihar," 31-07-2020",12.79,24989370,36.14
Bihar," 31-08-2019",14.33,25254966,37.44
Bihar," 31-08-2020",13.44,23795534,34.59
Bihar," 31-10-2019",13.27,27226569,39.38
Bihar," 31-10-2020",9.82,25693252,35.7
Bihar," 31-12-2019",12.54,25892387,36.77
Chandigarh," 29-02-2020",16.67,316887,39.25
Chandigarh," 30-06-2019",12.4,337145,40.44
Chandigarh," 30-06-2020",7.22,306505,33.8
Chandigarh," 30-09-2019",20.14,327239,42.77
Chandigarh," 30-11-2019",22.05,289593,38.6
Chandigarh," 31-01-2020",20,332062,42.94
Chandigarh," 31-03-2020",21.43,279839,36.68
Chandigarh," 31-05-2019",18.35,348042,44.89
Chandigarh," 31-07-2019",21.8,294379,39.47
Chandigarh," 31-08-2019",9.52,328282,37.95
Chandigarh," 31-10-2019",13.99,330856,40.06
Chandigarh," 31-12-2019",8.33,311146,35.19
Chhattisgarh," 29-02-2020",8.69,18390228,45.92
Chhattisgarh," 30-04-2020",7.85,15200895,33.02
Chhattisgarh," 30-06-2019",9.27,8800646,44.8
Chhattisgarh," 30-06-2020",17.15,14716133,38.85
Chhattisgarh," 30-09-2019",8.89,8802283,45.09
Chhattisgarh," 30-09-2020",1.96,9021854,41.14
Chhattisgarh," 30-11-2019",5.54,9284215,45.08
Chhattisgarh," 31-01-2020",9.52,17104345,43.77
Chhattisgarh," 31-03-2020",7.69,18604634,45.99
Chhattisgarh," 31-05-2019",9.79,8482148,44.25
Chhattisgarh," 31-05-2020",14.08,13721599,33.68
Chhattisgarh," 31-07-2019",6.36,9039058,44.69
Chhattisgarh," 31-07-2020",10.27,8620294,43.14
Chhattisgarh," 31-08-2019",5.46,9000094,44.73
Chhattisgarh," 31-08-2020",5.63,9050422,42.97
Chhattisgarh," 31-10-2019",8.62,9340936,46.55
Chhattisgarh," 31-10-2020",6.62,8546847,40.82
Chhattisgarh," 31-12-2019",4.84,8984821,44.09
Delhi," 29-02-2020",14.5,11712614,41.31
Delhi," 30-04-2020",17.96,6238548,25.87
Delhi," 30-06-2019",11.04,5699248,39.23
Delhi," 30-06-2020",19.15,8837829,32.57
Delhi," 30-09-2019",16.55,5808309,44.02
Delhi," 30-09-2020",12.53,4958373,35.59
Delhi," 30-11-2019",13.61,5618368,42.87
Delhi," 31-01-2020",19.39,11610568,44.75
Delhi," 31-03-2020",16.44,11107610,40.97
Delhi," 31-05-2019",12.44,5925962,43.25
Delhi," 31-05-2020",36.94,5105797,30.61
Delhi," 31-07-2019",12.88,5559696,41.44
Delhi," 31-07-2020",20.3,4291053,33.97
Delhi," 31-08-2019",15.35,5687917,39.05
Delhi," 31-08-2020",13.79,4850107,35.41
Delhi," 31-10-2019",14.13,6179874,41.84
Delhi," 31-10-2020",6.27,4842698,32.36
Delhi," 31-12-2019",14.02,5864008,39.82
Goa," 29-02-2020",2.37,956136,38.07
Goa," 30-04-2020",13.66,1001228,45.02
Goa," 30-06-2019",9.39,474486,41.08
Goa," 30-06-2020",9.96,489111,42.21
Goa," 30-09-2019",3.38,472858,37.85
Goa," 30-09-2020",15.38,425004,38.89
Goa," 30-11-2019",24.45,431101,44.66
Goa," 31-01-2020",8.4,833500,35.68
Goa," 31-03-2020",5,688854,34.97
Goa," 31-05-2019",2.83,444195,36.66
Goa," 31-05-2020",20.63,506782,35.53
Goa," 31-07-2019",11.63,447804,39.91
Goa," 31-07-2020",17.07,458876,42.94
Goa," 31-08-2019",3.44,426880,35.79
Goa," 31-08-2020",16.21,473016,43.76
Goa," 31-10-2019",9.76,467704,40.81
Goa," 31-10-2020",11.54,392304,34.3
Goa," 31-12-2019",9.88,465309,40.73
Gujarat," 29-02-2020",6.35,49515590,49.97
Gujarat," 30-04-2020",18.88,30577756,35.53
Gujarat," 30-06-2019",5.54,23344246,47.34
Gujarat," 30-06-2020",3.05,47475688,45.98
Gujarat," 30-09-2019",6.13,22890722,46.38
Gujarat," 30-09-2020",3.42,25010199,48.41
Gujarat," 30-11-2019",6.11,24383944,49.02
Gujarat," 31-01-2020",5.57,48252691,48.25
Gujarat," 31-03-2020",6.55,47133282,47.57
Gujarat," 31-05-2019",3.48,23641286,46.85
Gujarat," 31-05-2020",12.77,35030836,37.35
Gujarat," 31-07-2019",4.87,24155106,48.38
Gujarat," 31-07-2020",1.84,24276120,46.41
Gujarat," 31-08-2019",3.95,23735496,47.14
Gujarat," 31-08-2020",1.87,22817232,43.55
Gujarat," 31-10-2019",5.18,24302729,48.7
Gujarat," 31-10-2020",4.03,25970259,50.49
Gujarat," 31-12-2019",4.58,24050637,47.63
Haryana," 29-02-2020",25.42,14645884,43.97
Haryana," 30-04-2020",43.91,11295260,43.24
Haryana," 30-06-2019",21.75,7590368,44.14
Haryana," 30-06-2020",30.56,13613907,42.92
Haryana," 30-09-2019",21.6,7803818,44.21
Haryana," 30-09-2020",19.68,7132439,39.2
Haryana," 30-11-2019",21.82,7280002,40.83
Haryana," 31-01-2020",21.26,15386462,43.28
Haryana," 31-03-2020",25.37,13283110,39.25
Haryana," 31-05-2019",19.61,7942782,44.15
Haryana," 31-05-2020",33.9,12365144,40.48
Haryana," 31-07-2019",20.84,7232533,40.47
Haryana," 31-07-2020",24.18,6800652,39.77
Haryana," 31-08-2019",27.57,7081311,44.05
Haryana," 31-08-2020",33.5,7113788,47.32
Haryana," 31-10-2019",22.61,7620289,44.33
Haryana," 31-10-2020",27.31,6698551,40.6
Haryana," 31-12-2019",26.6,7152319,43.48
Himachal Pradesh," 29-02-2020",19.86,4360536,45.52
Himachal Pradesh," 30-04-2020",2.34,2262256,20.63
Himachal Pradesh," 30-06-2019",16.43,2194657,45.38
Himachal Pradesh," 30-06-2020",8.47,4654660,41.19
Himachal Pradesh," 30-09-2019",13.99,2287014,45.45
Himachal Pradesh," 30-09-2020",12.04,2237480,41.54
Himachal Pradesh," 30-11-2019",25.06,2257438,50.34
Himachal Pradesh," 31-01-2020",17.22,4575263,46.51
Himachal Pradesh," 31-03-2020",20.97,4043716,43.32
Himachal Pradesh," 31-05-2019",12.28,2291428,44.75
Himachal Pradesh," 31-05-2020",34.2,3764557,42.96
Himachal Pradesh," 31-07-2019",21.05,2152718,47.06
Himachal Pradesh," 31-07-2020",24.31,2229456,48.25
Himachal Pradesh," 31-08-2019",21.52,2205563,48.04
Himachal Pradesh," 31-08-2020",15.79,2029740,39.42
Himachal Pradesh," 31-10-2019",19.79,2179279,46.25
Himachal Pradesh," 31-10-2020",13.46,2123965,40.01
Himachal Pradesh," 31-12-2019",22.39,2164187,48.3
Jammu & Kashmir," 29-02-2020",20.62,6447026,39.55
Jammu & Kashmir," 30-06-2019",15.98,3563557,42.09
Jammu & Kashmir," 30-06-2020",18.45,5251953,36.09
Jammu & Kashmir," 30-09-2020",16.17,3210281,36.31
Jammu & Kashmir," 30-11-2019",14.51,3642517,42.3
Jammu & Kashmir," 31-01-2020",20.6,6906050,42.05
Jammu & Kashmir," 31-03-2020",15.26,6718214,37.82
Jammu & Kashmir," 31-05-2019",17.91,3625325,43.66
Jammu & Kashmir," 31-05-2020",11.31,6900894,36.67
Jammu & Kashmir," 31-07-2019",17.61,3733086,44.75
Jammu & Kashmir," 31-07-2020",10.88,3558889,38.03
Jammu & Kashmir," 31-08-2019",11.32,2778624,44.17
Jammu & Kashmir," 31-08-2020",11.09,3429950,36.66
Jammu & Kashmir," 31-10-2019",21.66,3506708,42.86
Jammu & Kashmir," 31-10-2020",16.14,3106691,35.05
Jammu & Kashmir," 31-12-2019",7.02,1209085,40.71
Jharkhand," 29-02-2020",13.53,20850850,44.62
Jharkhand," 30-04-2020",50.1,10670525,38.18
Jharkhand," 30-06-2019",14.49,9646693,42.31
Jharkhand," 30-06-2020",20.62,17242296,40.56
Jharkhand," 30-09-2019",14.14,9857749,42.71
Jharkhand," 30-09-2020",8.24,10185670,41.04
Jharkhand," 30-11-2019",12.71,9703909,41.72
Jharkhand," 31-01-2020",13.24,20396058,43.23
Jharkhand," 31-03-2020",9.88,19276230,40.21
Jharkhand," 31-05-2019",12.17,9439799,41.14
Jharkhand," 31-05-2020",61.5,8290770,38.48
Jharkhand," 31-07-2019",12.82,9392983,41.24
Jharkhand," 31-07-2020",7.63,9521900,38.27
Jharkhand," 31-08-2019",16.16,9350762,42.09
Jharkhand," 31-08-2020",9.76,9331640,38.31
Jharkhand," 31-10-2019",12.81,10221439,43.58
Jharkhand," 31-10-2020",11.8,10302276,43.08
Jharkhand," 31-12-2019",18.58,9163607,42.12
Karnataka," 29-02-2020",3.53,43355437,40.44
Karnataka," 30-04-2020",29.38,33436790,42.72
Karnataka," 30-06-2019",5.49,21750988,42
Karnataka," 30-06-2020",8.49,48433681,46.86
Karnataka," 30-09-2019",3.38,22389686,41.73
Karnataka," 30-09-2020",2.41,20127176,36.66
Karnataka," 30-11-2019",2.31,20151052,37.53
Karnataka," 31-01-2020",2.91,45376056,41.88
Karnataka," 31-03-2020",3.59,44159306,41.18
Karnataka," 31-05-2019",6.01,22549679,43.49
Karnataka," 31-05-2020",19.86,38693439,43.47
Karnataka," 31-07-2019",1.41,20907837,38.76
Karnataka," 31-07-2020",4.01,22885616,42.55
Karnataka," 31-08-2019",0.82,21300810,38.98
Karnataka," 31-08-2020",0.5,24094289,43.13
Karnataka," 31-10-2019",5.5,21602776,41.4
Karnataka," 31-10-2020",1.58,22356390,40.3
Karnataka," 31-12-2019",0.98,21348508,38.79
Kerala," 29-02-2020",7.53,19656046,37.68
Kerala," 30-04-2020",16.38,7866552,16.87
Kerala," 30-06-2019",7.83,10284001,39.8
Kerala," 30-06-2020",16.51,17781649,37.27
Kerala," 30-09-2019",5.43,10041141,37.77
Kerala," 30-09-2020",5.91,9240913,34.6
Kerala," 30-11-2019",5.86,8620673,32.53
Kerala," 31-01-2020",5.36,19809067,37.1
Kerala," 31-03-2020",8.99,16443456,32.04
Kerala," 31-05-2019",6.37,9790268,37.36
Kerala," 31-05-2020",23.85,14547999,32.56
Kerala," 31-07-2019",6.27,8960604,34.05
Kerala," 31-07-2020",7.09,9504420,36.1
Kerala," 31-08-2019",9.01,9682099,37.91
Kerala," 31-08-2020",10.98,9031944,35.78
Kerala," 31-10-2019",7.25,9973335,38.26
Kerala," 31-10-2020",3.88,9152881,33.52
Kerala," 31-12-2019",9.04,9506087,37.12
Madhya Pradesh," 29-02-2020",4.65,45422958,38.75
Madhya Pradesh," 30-04-2020",12.27,38083664,34.36
Madhya Pradesh," 30-06-2019",5.31,22804134,39.64
Madhya Pradesh," 30-06-2020",8.55,46025179,40.09
Madhya Pradesh," 30-09-2019",5.04,22815282,39.53
Madhya Pradesh," 30-09-2020",3.91,23341952,39.2
Madhya Pradesh," 30-11-2019",4.39,22765885,38.69
Madhya Pradesh," 31-01-2020",4.31,46037264,39.45
Madhya Pradesh," 31-03-2020",2.74,45734328,37.94
Madhya Pradesh," 31-05-2019",3.77,22042558,38.47
Madhya Pradesh," 31-05-2020",28.31,35423462,37.74
Madhya Pradesh," 31-07-2019",5.65,22541153,38.94
Madhya Pradesh," 31-07-2020",5.08,23940158,40.88
Madhya Pradesh," 31-08-2019",5.88,23368971,40.92
Madhya Pradesh," 31-08-2020",4.7,23619011,40.08
Madhya Pradesh," 31-10-2019",3.69,23664353,39.83
Madhya Pradesh," 31-10-2020",3.13,23144552,38.47
Madhya Pradesh," 31-12-2019",4.57,23642050,40.3
Maharashtra," 29-02-2020",4.76,84832634,43.59
Maharashtra," 30-04-2020",20.39,55378506,34.2
Maharashtra," 30-06-2019",5.4,40431564,42.49
Maharashtra," 30-06-2020",9.55,79482244,42.7
Maharashtra," 30-09-2019",6,42615679,44.66
Maharashtra," 30-09-2020",4.55,42042911,42.75
Maharashtra," 30-11-2019",5.64,42368066,44.07
Maharashtra," 31-01-2020",5.14,85193736,43.96
Maharashtra," 31-03-2020",5.84,80393612,41.77
Maharashtra," 31-05-2019",4.88,40859432,42.7
Maharashtra," 31-05-2020",16.09,62906048,36.25
Maharashtra," 31-07-2019",5,42059427,43.8
Maharashtra," 31-07-2020",3.89,40998545,41.57
Maharashtra," 31-08-2019",5.67,43438156,45.26
Maharashtra," 31-08-2020",6.23,40963616,42.49
Maharashtra," 31-10-2019",5.66,41552240,43.33
Maharashtra," 31-10-2020",4.1,43317881,43.75
Maharashtra," 31-12-2019",5.43,42938769,44.27
Meghalaya," 29-02-2020",4.57,2693658,57.17
Meghalaya," 30-04-2020",11.93,1930114,43.78
Meghalaya," 30-06-2019",6.45,1256049,54.69
Meghalaya," 30-06-2020",1.25,2500994,61.47
Meghalaya," 30-09-2019",2.77,1416046,58.39
Meghalaya," 30-09-2020",4.29,1459726,64.6
Meghalaya," 30-11-2019",2.26,1499134,63.03
Meghalaya," 31-01-2020",2.46,2982186,62.23
Meghalaya," 31-03-2020",1.89,2964702,62.61
Meghalaya," 31-05-2019",5.78,1347989,56.96
Meghalaya," 31-05-2020",8.08,2430128,53.66
Meghalaya," 31-07-2019",2.73,1442526,61.61
Meghalaya," 31-07-2020",2.1,1448106,62.96
Meghalaya," 31-08-2019",3.16,1325158,56.56
Meghalaya," 31-08-2020",3.74,1357643,59.88
Meghalaya," 31-10-2019",5.45,1314984,55.58
Meghalaya," 31-10-2020",4.6,1381490,61.18
Meghalaya," 31-12-2019",3.5,1370414,58.11
Odisha," 29-02-2020",2.87,28561470,40.8
Odisha," 30-04-2020",22.91,13731386,25.31
Odisha," 30-06-2019",3.67,13321444,39.16
Odisha," 30-06-2020",3.51,25312207,36.35
Odisha," 30-09-2019",4.04,13738378,41.23
Odisha," 30-09-2020",2.1,13608422,38.63
Odisha," 30-11-2019",3.47,14787092,42.89
Odisha," 31-01-2020",2,27486896,39.86
Odisha," 31-03-2020",10.71,24544217,39.7
Odisha," 31-05-2019",3.56,13675335,40.86
Odisha," 31-05-2020",10.29,23390137,35.88
Odisha," 31-07-2019",2.54,14552120,42.02
Odisha," 31-07-2020",1.88,13614400,38.69
Odisha," 31-08-2019",3.59,14184642,41.19
Odisha," 31-08-2020",1.42,14154039,39.96
Odisha," 31-10-2019",4.39,14078389,41.2
Odisha," 31-10-2020",2.18,14094553,39.98
Odisha," 31-12-2019",4.01,13714117,39.69
Puducherry," 29-02-2020",1.76,987922,41.56
Puducherry," 30-04-2020",75.7,235084,40.54
Puducherry," 30-06-2019",0,488896,41.84
Puducherry," 30-06-2020",4.39,602061,30.27
Puducherry," 30-09-2019",0.61,462291,39.53
Puducherry," 30-09-2020",10.9,411717,36.84
Puducherry," 30-11-2019",0.69,417790,34.59
Puducherry," 31-01-2020",0.58,915900,38.41
Puducherry," 31-03-2020",1.38,842055,34.61
Puducherry," 31-05-2019",0.63,456379,39.39
Puducherry," 31-05-2020",66.59,236846,32.22
Puducherry," 31-07-2019",0,420344,34.67
Puducherry," 31-07-2020",15.47,386563,36.64
Puducherry," 31-08-2019",6.9,496812,45.12
Puducherry," 31-08-2020",5.05,396006,33.34
Puducherry," 31-10-2019",1.17,492831,41.86
Puducherry," 31-10-2020",6.18,428419,36.32
Puducherry," 31-12-2019",3.6,493943,42.75
Punjab," 29-02-2020",11.12,18458094,41.24
Punjab," 30-04-2020",2.56,14041130,28.38
Punjab," 30-06-2019",12.69,9333033,42.91
Punjab," 30-06-2020",15.7,16802563,39.68
Punjab," 30-09-2019",12.14,9488149,42.73
Punjab," 30-09-2020",9.61,8980432,39.5
Punjab," 30-11-2019",8.73,9997265,43.69
Punjab," 31-01-2020",11.49,18884186,42.36
Punjab," 31-03-2020",10.27,19950970,44.28
Punjab," 31-05-2019",11.33,9378465,42.41
Punjab," 31-05-2020",29.82,13282962,38.08
Punjab," 31-07-2019",10.63,9900571,44.56
Punjab," 31-07-2020",9.19,9732417,42.76
Punjab," 31-08-2019",9.34,9683290,42.84
Punjab," 31-08-2020",10.99,9386169,41.99
Punjab," 31-10-2019",13.16,9092359,41.38
Punjab," 31-10-2020",9.88,8800430,38.75
Punjab," 31-12-2019",9.05,9739993,42.78
Rajasthan," 29-02-2020",15.55,40657830,41.74
Rajasthan," 30-04-2020",21.83,31968284,32.83
Rajasthan," 30-06-2019",14.03,19851738,40.88
Rajasthan," 30-06-2020",13.76,41859374,41.54
Rajasthan," 30-09-2019",9.04,20596598,39.2
Rajasthan," 30-09-2020",15.35,20149594,40.83
Rajasthan," 30-11-2019",12.39,20585271,40.8
Rajasthan," 31-01-2020",12.6,41283432,40.74
Rajasthan," 31-03-2020",13.3,40049360,39.57
Rajasthan," 31-05-2019",8.82,20334441,38.98
Rajasthan," 31-05-2020",17.18,39638921,39.52
Rajasthan," 31-07-2019",10.68,20232343,40.08
Rajasthan," 31-07-2020",15.81,19932393,40.8
Rajasthan," 31-08-2019",13.61,20247221,40.91
Rajasthan," 31-08-2020",17.51,20014060,41.71
Rajasthan," 31-10-2019",13.84,20562879,41.74
Rajasthan," 31-10-2020",24.15,19908808,44.92
Rajasthan," 31-12-2019",16,20594788,41.95
Sikkim," 30-04-2020",2.68,430607,38.91
Sikkim," 30-06-2019",7.76,89702,48.13
Sikkim," 30-06-2020",4.3,438640,39.54
Sikkim," 30-09-2019",4.81,89450,45.61
Sikkim," 30-09-2020",5.7,231798,42.54
Sikkim," 30-11-2019",8.57,270177,53.42
Sikkim," 31-03-2020",22.01,349081,55.58
Sikkim," 31-05-2019",8.2,89587,48.61
Sikkim," 31-05-2020",22.13,268883,44.1
Sikkim," 31-07-2019",2.56,108334,54.67
Sikkim," 31-07-2020",4.45,265175,48.32
Sikkim," 31-08-2019",4.82,90850,46.63
Sikkim," 31-08-2020",12.49,244462,48.49
Sikkim," 31-10-2019",7.58,234662,45.52
Sikkim," 31-10-2020",0.88,242068,42.13
Sikkim," 31-12-2019",4.19,249682,45.77
Tamil Nadu," 29-02-2020",2.19,55141178,43.18
Tamil Nadu," 30-04-2020",49.52,19438334,29.62
Tamil Nadu," 30-06-2019",1.24,28694048,45.08
Tamil Nadu," 30-06-2020",13.06,37006967,32.08
Tamil Nadu," 30-09-2019",1.79,26498265,41.69
Tamil Nadu," 30-09-2020",5,23025845,36.77
Tamil Nadu," 30-11-2019",2.55,27953382,44.17
Tamil Nadu," 31-01-2020",1.6,53763282,41.94
Tamil Nadu," 31-03-2020",6.41,53661536,43.88
Tamil Nadu," 31-05-2019",0.93,27642778,43.38
Tamil Nadu," 31-05-2020",32.61,22985519,26.2
Tamil Nadu," 31-07-2019",4.59,28510342,46.41
Tamil Nadu," 31-07-2020",6.81,24572827,40.13
Tamil Nadu," 31-08-2019",6.22,28397024,46.65
Tamil Nadu," 31-08-2020",2.65,27046415,42.22
Tamil Nadu," 31-10-2019",1.29,27819595,43.48
Tamil Nadu," 31-10-2020",2.16,23651626,36.62
Tamil Nadu," 31-12-2019",5.89,27617327,45.05
Telangana," 29-02-2020",8.02,33651940,56.98
Telangana," 30-04-2020",7.09,24344460,39.85
Telangana," 30-06-2019",3.67,16412171,53.81
Telangana," 30-06-2020",12.26,28578086,49.96
Telangana," 30-09-2019",5.84,18305200,59.92
Telangana," 30-09-2020",3.27,16961448,54.94
Telangana," 30-11-2019",5.85,16603947,54.52
Telangana," 31-01-2020",5.67,35218590,57.9
Telangana," 31-03-2020",5.83,34683226,56.83
Telangana," 31-05-2019",1.88,16614002,53.17
Telangana," 31-05-2020",28.43,25595351,51.35
Telangana," 31-07-2019",3.09,16971191,54.38
Telangana," 31-07-2020",5.36,15679417,52.1
Telangana," 31-08-2019",2.79,16288652,52.31
Telangana," 31-08-2020",5.79,18185429,60.59
Telangana," 31-10-2019",7.02,16693695,55.5
Telangana," 31-10-2020",2.86,17578739,56.58
Telangana," 31-12-2019",2.79,16385838,51.87
Tripura," 29-02-2020",29.5,3169372,68.22
Tripura," 30-04-2020",39.92,1943028,50.48
Tripura," 30-06-2019",26.12,1515751,63.1
Tripura," 30-06-2020",22.67,2992133,58.25
Tripura," 30-09-2019",31.9,1452451,66.4
Tripura," 30-09-2020",17.35,1368244,50.77
Tripura," 30-11-2019",26.2,1512333,63.22
Tripura," 31-01-2020",32.98,3016260,70.19
Tripura," 31-03-2020",29.08,3022434,66.24
Tripura," 31-05-2019",31.97,1442676,66.98
Tripura," 31-05-2020",17.67,2587774,48.67
Tripura," 31-07-2019",24.14,1463180,59.82
Tripura," 31-07-2020",18.24,1348849,50.78
Tripura," 31-08-2019",29.47,1344478,58.68
Tripura," 31-08-2020",27.92,1318621,56.21
Tripura," 31-10-2019",27.11,1528572,64.1
Tripura," 31-10-2020",11.57,1576529,54.58
Tripura," 31-12-2019",30,1446305,63.22
Uttar Pradesh," 29-02-2020",9.58,116121062,39.3
Uttar Pradesh," 30-04-2020",22.8,101830112,39.28
Uttar Pradesh," 30-06-2019",11.38,55901024,39.53
Uttar Pradesh," 30-06-2020",10.34,110498282,37.42
Uttar Pradesh," 30-09-2019",10.02,57721732,39.43
Uttar Pradesh," 30-09-2020",4.18,56106836,35.45
Uttar Pradesh," 30-11-2019",9.13,57390418,39.3
Uttar Pradesh," 31-01-2020",8.66,118867518,39.61
Uttar Pradesh," 31-03-2020",10.6,113952676,39.14
Uttar Pradesh," 31-05-2019",12.33,56679052,40.2
Uttar Pradesh," 31-05-2020",23.12,99554387,38.95
Uttar Pradesh," 31-07-2019",10.5,56559431,39.61
Uttar Pradesh," 31-07-2020",5.56,56201654,36.19
Uttar Pradesh," 31-08-2019",13.1,56878987,40.55
Uttar Pradesh," 31-08-2020",5.79,55831744,35.96
Uttar Pradesh," 31-10-2019",10.27,56771568,39.39
Uttar Pradesh," 31-10-2020",3.75,56539521,35.49
Uttar Pradesh," 31-12-2019",10.4,58497287,39.99
Uttarakhand," 29-02-2020",5.04,6041862,36.25
Uttarakhand," 30-04-2020",7.77,5440230,32.62
Uttarakhand," 30-06-2019",4.67,2928442,35.27
Uttarakhand," 30-06-2020",8.13,5320982,33.56
Uttarakhand," 30-09-2019",6.54,2868995,33.15
Uttarakhand," 30-09-2020",22.26,2695230,39.18
Uttarakhand," 30-11-2019",5.95,2912016,35.17
Uttarakhand," 31-01-2020",6.19,5423278,32.08
Uttarakhand," 31-03-2020",14,3428547,34.8
Uttarakhand," 31-05-2019",5.4,2784841,31.9
Uttarakhand," 31-05-2020",9.65,5388144,33.2
Uttarakhand," 31-07-2019",6.34,2860424,34.72
Uttarakhand," 31-07-2020",12.38,2938552,38.07
Uttarakhand," 31-08-2019",6.77,2735347,33.3
Uttarakhand," 31-08-2020",14.26,2717528,35.9
Uttarakhand," 31-10-2019",4.78,2952836,35.38
Uttarakhand," 31-10-2020",9.23,2739309,34.03
Uttarakhand," 31-12-2019",5.96,2792345,33.42
West Bengal," 29-02-2020",5.42,73928355,47.11
West Bengal," 30-04-2020",17.12,53877672,40.12
West Bengal," 30-06-2019",6.62,36154963,46.94
West Bengal," 30-06-2020",7.36,61041128,39.47
West Bengal," 30-09-2019",6.53,36769422,47.8
West Bengal," 30-09-2020",9.35,35707239,47.73
West Bengal," 30-11-2019",6.22,36398821,46.72
West Bengal," 31-01-2020",7,71641577,47.01
West Bengal," 31-03-2020",6.87,71807834,46.6
West Bengal," 31-05-2019",6.63,34759052,46.39
West Bengal," 31-05-2020",17.02,56713350,41.71
West Bengal," 31-07-2019",6.77,35637636,46.58
West Bengal," 31-07-2020",6.83,35372506,46.17
West Bengal," 31-08-2019",6.42,36381320,47.78
West Bengal," 31-08-2020",14.87,33298644,47.48
West Bengal," 31-10-2019",7.3,34916704,45.67
West Bengal," 31-10-2020",9.98,33962549,45.63
West Bengal," 31-12-2019",6.52,36241935,47.22
